time,soil1,soil2,soil3,temp,humi,PH,sun,section1,section2,section3
2017-08-04-23,525,512,441,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-04-24,524,511,440,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-01,525,512,440,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-02,521,508,438,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-03,521,508,438,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-04,523,511,440,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-05-05,522,510,440,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-06,523,510,441,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-05-07,525,512,443,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-08,524,511,443,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-09,525,512,444,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-05-10,524,511,443,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-11,524,511,443,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-12,525,512,442,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-13,525,511,442,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-14,525,511,443,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-15,525,512,443,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-16,525,511,442,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-17,523,508,440,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-18,524,510,442,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-19,524,510,442,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-20,524,509,441,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-05-21,527,512,443,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-22,526,512,443,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-23,526,512,444,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-24,525,511,443,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-01,525,511,443,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-02,526,511,444,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-03,526,512,444,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-05-04,526,511,444,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-05,525,511,444,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-05-06,526,511,443,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-07,526,508,441,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-05-08,525,509,443,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-05-09,525,509,442,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-10,524,509,441,22,20,9.77,1,Rosemary,Lavender,Peppers
2017-08-05-11,525,509,442,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-05-12,527,512,444,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-13,527,511,444,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-14,527,510,443,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-15,527,510,443,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-16,526,511,443,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-17,527,511,444,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-18,525,509,442,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-05-19,525,509,443,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-05-20,526,509,442,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-21,527,510,443,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-22,526,509,443,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-05-23,528,511,444,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-05-24,528,511,443,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-06-01,528,511,443,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-02,527,511,443,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-03,528,510,441,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-06-04,527,510,441,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-05,527,511,442,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-06,528,511,442,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-07,525,509,442,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-08,526,509,442,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-06-09,527,509,442,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-06-10,527,509,443,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-06-11,530,511,444,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-06-12,527,510,444,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-06-13,529,510,444,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-14,528,510,445,19,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-06-15,529,511,445,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-16,529,511,445,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-17,529,511,445,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-06-18,530,511,445,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-06-19,530,511,445,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-20,528,508,442,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-06-21,529,509,444,22,20,9.77,1,Rosemary,Lavender,Peppers
2017-08-06-22,531,510,444,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-06-23,531,510,444,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-06-24,531,511,444,19,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-08-01,530,510,444,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-02,531,511,445,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-08-03,531,510,444,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-04,530,510,445,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-05,531,510,443,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-06,531,509,444,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-07,531,510,444,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-08,529,510,443,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-09,528,508,442,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-10,529,509,441,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-08-11,530,508,440,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-12,529,508,438,20,19,9.76,1,Rosemary,Lavender,Peppers
2017-08-08-13,529,508,325,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-14,532,510,355,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-08-08-15,350,490,374,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-16,337,484,379,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-17,345,490,352,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-18,354,495,364,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-08-19,361,498,361,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-20,368,501,359,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-21,374,501,359,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-22,377,499,355,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-23,379,499,354,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-08-24,380,498,355,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-08-01,383,498,359,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-08-08-02,383,495,359,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-03,386,496,360,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-04,385,492,357,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-08-05,385,491,358,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-06,385,490,359,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-08-07,386,492,360,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-08-08,387,491,360,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-09,387,489,359,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-08-10,388,488,360,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-11,388,486,359,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-12,387,485,360,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-13,388,484,360,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-14,387,484,361,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-15,385,480,361,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-16,385,481,362,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-08-17,386,481,362,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-18,384,480,362,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-08-19,383,478,362,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-20,383,477,362,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-08-21,381,475,361,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-08-22,379,473,360,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-08-23,380,473,361,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-08-24,379,471,361,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-09-01,378,472,362,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-09-02,378,470,361,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-09-03,377,472,363,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-09-04,378,471,364,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-05,378,470,363,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-06,376,469,364,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-07,376,468,363,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-08,376,465,362,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-09-09,373,465,363,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-10,372,464,357,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-09-11,372,464,356,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-09-12,371,463,362,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-09-13,370,462,361,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-14,370,461,361,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-09-15,370,462,362,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-09-16,370,463,364,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-08-09-17,369,462,364,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-18,369,462,365,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-19,367,461,364,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-20,366,460,364,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-21,366,459,364,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-22,365,459,365,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-09-23,364,458,365,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-09-24,364,457,364,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-10-01,362,456,364,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-10-02,361,456,365,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-10-03,359,455,365,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-10-04,359,454,365,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-10-05,358,454,366,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-10-06,357,453,365,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-07,353,449,365,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-10-08,353,448,363,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-09,355,450,366,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-10,353,448,365,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-11,351,447,364,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-12,351,447,365,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-10-13,351,448,366,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-10-14,349,446,365,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-10-15,350,447,368,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-10-16,349,446,369,19,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-10-17,349,445,368,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-18,349,444,369,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-10-19,348,445,369,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-10-20,347,444,368,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-10-21,347,443,368,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-10-22,346,443,369,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-10-23,345,443,368,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-10-24,344,442,369,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-11-01,341,439,366,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-02,340,439,368,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-11-03,341,440,368,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-11-04,341,440,369,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-05,341,439,369,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-06,340,438,369,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-11-07,339,437,368,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-08,338,437,368,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-09,335,434,366,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-11-10,335,434,368,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-11,336,434,367,22,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-11-12,336,436,369,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-11-13,336,435,368,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-14,335,434,368,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-15,334,434,369,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-16,334,434,369,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-17,334,434,370,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-18,333,434,370,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-19,333,433,370,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-20,332,433,371,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-11-21,331,432,370,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-22,332,431,369,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-11-23,329,429,370,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-11-24,330,430,371,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-12-01,330,431,372,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-12-02,330,431,372,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-12-03,329,431,372,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-12-04,330,430,372,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-12-05,329,430,373,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-12-06,329,430,366,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-12-07,329,429,363,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-12-08,327,427,363,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-12-09,326,427,370,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-12-10,325,427,371,22,20,9.77,1,Rosemary,Lavender,Peppers
2017-08-12-11,326,427,371,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-12-12,326,427,371,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-12-13,324,426,371,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-12-14,325,427,372,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-08-12-15,325,428,373,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-12-16,326,428,370,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-12-17,326,429,369,19,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-12-18,325,428,373,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-12-19,325,428,374,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-12-20,325,428,374,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-12-21,324,426,373,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-12-22,323,426,374,22,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-12-23,325,427,373,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-12-24,324,427,374,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-01,324,427,374,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-13-02,323,426,375,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-03,324,427,375,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-13-04,324,427,375,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-05,324,426,374,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-06,324,426,375,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-07,324,425,374,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-13-08,322,426,375,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-09,323,426,375,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-13-10,321,424,373,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-13-11,322,424,374,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-13-12,321,425,375,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-13-13,322,425,374,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-13-14,322,425,375,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-13-15,322,425,376,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-13-16,322,425,376,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-17,322,425,376,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-13-18,322,424,375,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-19,321,425,376,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-13-20,321,425,376,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-21,321,425,376,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-22,320,424,375,22,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-13-23,321,424,375,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-13-24,321,424,375,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-14-01,321,425,376,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-14-02,321,422,374,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-03,320,423,375,22,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-14-04,319,422,375,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-05,319,422,374,22,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-14-06,319,422,374,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-14-07,319,420,374,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-08-14-08,320,424,376,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-14-09,320,424,376,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-10,319,423,376,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-14-11,320,424,376,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-12,320,423,375,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-13,320,423,376,22,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-14,320,424,377,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-14-15,320,423,376,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-16,317,420,374,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-17,318,421,375,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-18,317,421,375,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-19,317,420,374,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-14-20,318,420,375,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-14-21,319,422,377,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-14-22,318,422,377,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-23,318,422,377,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-14-24,318,422,377,22,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-01,318,422,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-02,318,421,376,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-03,316,419,375,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-04,316,420,376,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-15-05,315,421,376,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-15-06,317,421,377,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-15-07,318,421,378,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-08,317,421,377,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-09,317,421,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-10,318,421,378,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-11,317,420,377,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-12,317,421,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-13,316,420,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-14,315,418,375,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-15-15,316,420,377,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-15-16,317,421,378,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-15-17,317,421,378,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-18,316,420,377,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-15-19,317,420,378,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-15-20,315,420,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-15-21,317,420,377,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-15-22,317,421,378,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-15-23,316,420,373,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-15-24,317,419,372,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-16-01,316,420,372,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-16-02,316,419,372,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-16-03,315,417,375,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-16-04,314,417,376,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-16-05,315,417,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-16-06,314,416,376,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-16-07,315,417,376,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-16-08,315,419,378,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-16-09,315,418,378,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-10,316,419,379,19,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-16-11,315,418,378,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-16-12,315,418,378,21,20,9.82,1,Rosemary,Lavender,Peppers
2017-08-16-13,315,419,379,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-16-14,315,418,378,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-15,314,416,377,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-16-16,314,417,377,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-08-16-17,314,415,377,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-18,314,418,378,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-16-19,314,418,379,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-20,315,417,378,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-21,316,418,379,19,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-16-22,315,417,378,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-16-23,315,418,378,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-16-24,314,418,379,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-17-01,315,418,376,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-17-02,314,418,378,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-17-03,314,416,378,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-17-04,314,416,376,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-17-05,313,416,377,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-08-17-06,312,415,376,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-08-17-07,313,415,377,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-17-08,313,415,376,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-17-09,313,415,376,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-08-17-10,313,415,376,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-08-17-11,313,417,377,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-08-17-12,314,417,377,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-17-13,315,418,377,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-17-14,314,418,378,20,19,9.84,1,Rosemary,Lavender,Peppers
2017-08-17-15,314,417,377,19,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-17-16,314,417,377,21,20,9.84,1,Rosemary,Lavender,Peppers
2017-08-17-17,313,417,377,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-17-18,315,418,378,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-17-19,314,418,378,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-17-20,314,418,378,21,20,9.83,1,Rosemary,Lavender,Peppers
2017-08-17-21,314,417,377,20,19,9.83,1,Rosemary,Lavender,Peppers
2017-08-17-22,313,416,376,20,19,9.82,1,Rosemary,Lavender,Peppers
2017-08-17-23,312,415,376,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-08-17-24,313,417,377,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-08-18-01,314,418,378,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-08-18-02,315,418,377,19,19,9.83,1,Rosemary,Lavender,Peppers
